run_id,status,finalize_status,finalize_attempts,finalize_failure_reason,method,method_slug,target,target_slug,seed,variant,variant_overrides,extra_overrides,config_path,config_hash,config_hash_version,config_staleness,previous_config_hash,artifact_config_hash,expected_epochs,batch_size,runtime_gpu,result_path,tb_path,failure_reason,command_template
seed45_dsivi_x_shaped_reverse_steps_2,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,45,reverse_steps_2,train.reverse.epochs=2,train.reverse.epochs=2,configs/dsivi_x_shaped.yaml,857ed0f1cd429845dcac926bfee103e28cd060e36fe62b649e1601bf71161b4e,default-grid-effective-v1,fresh,857ed0f1cd429845dcac926bfee103e28cd060e36fe62b649e1601bf71161b4e,230c43f25a5920913f98e5102e949a3fb6d4557aea94f50a9b7b3de1f0dd5f0c,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_024120,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_024120,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=45 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=2
seed45_dsivi_x_shaped_reverse_steps_10,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,45,reverse_steps_10,train.reverse.epochs=10,train.reverse.epochs=10,configs/dsivi_x_shaped.yaml,52127a14ae33b220d279dd389a343048ce572b3efb338c9df01d547331f1ea35,default-grid-effective-v1,fresh,52127a14ae33b220d279dd389a343048ce572b3efb338c9df01d547331f1ea35,3454da8571ef55abb481df18eb9470631c76c9c1608ed425043aafa8c7d0e451,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_024446,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_024446,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=45 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=10
seed45_dsivi_x_shaped_reverse_batch_512,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,45,reverse_batch_512,train.reverse.batch_size=512,train.reverse.batch_size=512,configs/dsivi_x_shaped.yaml,3e361401f07bdad587381ecbc9ad19a47a8ab14207fb1ac4f4d78da61b91318c,default-grid-effective-v1,fresh,3e361401f07bdad587381ecbc9ad19a47a8ab14207fb1ac4f4d78da61b91318c,53cba20765e44ada3aeea3a30486331f2e703a4c0bb1e37159755b9fffa5fe96,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_025310,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_025310,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=45 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=512
seed45_dsivi_x_shaped_reverse_batch_1024,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,45,reverse_batch_1024,train.reverse.batch_size=1024,train.reverse.batch_size=1024,configs/dsivi_x_shaped.yaml,795f81747f28ec9848a1cabc8be21ea07586c93dea19d9d2158a88979bb781bf,default-grid-effective-v1,fresh,795f81747f28ec9848a1cabc8be21ea07586c93dea19d9d2158a88979bb781bf,662c152d1c51c752742d80270dea6837407fc468cfda72e30ca42216a7e60b2b,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_025818,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_025818,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=45 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=1024
seed45_dsivi_x_shaped_reverse_batch_4096,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,45,reverse_batch_4096,train.reverse.batch_size=4096,train.reverse.batch_size=4096,configs/dsivi_x_shaped.yaml,c8a4b8cb33cfc1de921913acd046f17dd029d47e2b3a3b9fa75244cc2fffd28d,default-grid-effective-v1,fresh,c8a4b8cb33cfc1de921913acd046f17dd029d47e2b3a3b9fa75244cc2fffd28d,31474daccab1e83138e631f980490bb89cab24cdf80f0b22b81d0488ac3fe14e,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_030322,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_030322,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=45 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=4096
seed45_dsivi_x_shaped_reverse_batch_8192,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,45,reverse_batch_8192,train.reverse.batch_size=8192,train.reverse.batch_size=8192,configs/dsivi_x_shaped.yaml,84ab5b519a121992e7ebbc6c71bda40ffe1765d4dc76707f82a9a4879eaad6eb,default-grid-effective-v1,fresh,84ab5b519a121992e7ebbc6c71bda40ffe1765d4dc76707f82a9a4879eaad6eb,a90475d8c1cccf947355e140366b2c29f7d75a13c69fada90cbf3247a75c051a,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_030842,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_030842,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=45 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=8192
seed46_dsivi_x_shaped_baseline,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,46,baseline,,,configs/dsivi_x_shaped.yaml,5966f98380e821dbce9414573d84f1dbd6f68b93836252c03a4caa011434658c,default-grid-effective-v1,fresh,5966f98380e821dbce9414573d84f1dbd6f68b93836252c03a4caa011434658c,9ec99d8eba3f655ef9387bb0560c7d4b93074310ce109b1b7222d26d971185f1,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_031342,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_031342,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=46 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728
seed46_dsivi_x_shaped_reverse_steps_1,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,46,reverse_steps_1,train.reverse.epochs=1,train.reverse.epochs=1,configs/dsivi_x_shaped.yaml,101e272d1a38280c4b14abe4dd4640ff9f1205c836bcc3b69db91904a6d22543,default-grid-effective-v1,fresh,101e272d1a38280c4b14abe4dd4640ff9f1205c836bcc3b69db91904a6d22543,9c4228faa88c2f9681906c4a02fc76f5e2d7a72a55f0d9d107f0c145ab003e9f,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_031854,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_031854,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=46 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=1
seed46_dsivi_x_shaped_reverse_steps_2,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,46,reverse_steps_2,train.reverse.epochs=2,train.reverse.epochs=2,configs/dsivi_x_shaped.yaml,a13eb8796912f8dcf87ceed2e96738227d7283e1392d248c9703edc45277e84a,default-grid-effective-v1,fresh,a13eb8796912f8dcf87ceed2e96738227d7283e1392d248c9703edc45277e84a,0125f0af4a14803a34692a23265e7a0bb3b03cf7f624557f8c32a6f7fc373ccc,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_032129,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_032129,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=46 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=2
seed46_dsivi_x_shaped_reverse_steps_10,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,46,reverse_steps_10,train.reverse.epochs=10,train.reverse.epochs=10,configs/dsivi_x_shaped.yaml,26c82db923d62f1e6e6ce8cbf3ea073979699c81bfe169f8fe0a455ff17f4d0d,default-grid-effective-v1,fresh,26c82db923d62f1e6e6ce8cbf3ea073979699c81bfe169f8fe0a455ff17f4d0d,c0361f099a96bd21ad845e448b85864eb33db76b988e0ab9d6d848653152802a,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_032447,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_032447,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=46 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.epochs=10
seed46_dsivi_x_shaped_reverse_batch_512,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,46,reverse_batch_512,train.reverse.batch_size=512,train.reverse.batch_size=512,configs/dsivi_x_shaped.yaml,8dcaace22a0ef6403f52c69522239faa41223ef19abf4cee57fd360358cf7efd,default-grid-effective-v1,fresh,8dcaace22a0ef6403f52c69522239faa41223ef19abf4cee57fd360358cf7efd,c63eedf3961247ee6efea6389be602a1492463904c5725ebea891994b8649a16,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_033304,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_033304,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=46 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=512
seed46_dsivi_x_shaped_reverse_batch_1024,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,46,reverse_batch_1024,train.reverse.batch_size=1024,train.reverse.batch_size=1024,configs/dsivi_x_shaped.yaml,79e12f34e58075fb019abc2b7bf9e6fe564f602b5183320a180afb6e17f539b7,default-grid-effective-v1,fresh,79e12f34e58075fb019abc2b7bf9e6fe564f602b5183320a180afb6e17f539b7,f37db9b2ee02676316c7c3de18085215f60a4475d26b60fd14cda559904db01f,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_033831,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_033831,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=46 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=1024
seed46_dsivi_x_shaped_reverse_batch_4096,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,46,reverse_batch_4096,train.reverse.batch_size=4096,train.reverse.batch_size=4096,configs/dsivi_x_shaped.yaml,6835fbb55186b893b04e77d8a8b37d0fbf200791782b3f9c536463b6efb6339b,default-grid-effective-v1,fresh,6835fbb55186b893b04e77d8a8b37d0fbf200791782b3f9c536463b6efb6339b,056c53757b3d87c357799b62174a7088824b437915ac75a378a016875602cce8,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_034351,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_034351,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=46 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=4096
seed46_dsivi_x_shaped_reverse_batch_8192,completed,finalize_completed,1,,DSIVI,dsivi,x_shaped,x_shaped,46,reverse_batch_8192,train.reverse.batch_size=8192,train.reverse.batch_size=8192,configs/dsivi_x_shaped.yaml,9b41f4b192dbba4261b5bf09fbd1eaa1f9d1e30f0e548e75d83411c2405fdc89,default-grid-effective-v1,fresh,9b41f4b192dbba4261b5bf09fbd1eaa1f9d1e30f0e548e75d83411c2405fdc89,62d7ce1ee00a3ef6500ed7cc3f22dee0cc9e9ead507a09e80d948a1f8d783172,10000,128,0,results/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_034853,/root/ruivi/tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728/DSIVI/x_shaped/20260728_034853,,/root/miniconda3/envs/ruivi/bin/python src.py --config configs/dsivi_x_shaped.yaml seed=46 cuda_visible_devices=0 output.results_dir=results/dsivi_reverse_axis_sweep_x_shaped_20260728 output.tb_dir=tb_logs/dsivi_reverse_axis_sweep_x_shaped_20260728 train.reverse.batch_size=8192
